State/UT,Commodity Group,Commodity,Date,Arrival Quantity,Arrival Unit,Modal Price,Price Unit,month,day_of_year,lag_1,lag_7,rolling_mean_7
Punjab,Vegetables,Onion,2024-03-16,678.85,Metric Tonnes,1631.28,Rs./Quintal,3,76,431.9,909.95,762.9928571428571
Punjab,Vegetables,Onion,2024-03-17,42.9,Metric Tonnes,1874.48,Rs./Quintal,3,77,678.85,44.9,729.9785714285715
Punjab,Vegetables,Onion,2024-03-18,1585.16,Metric Tonnes,1630.55,Rs./Quintal,3,78,42.9,1197.76,729.6928571428572
Punjab,Vegetables,Onion,2024-03-19,1323.98,Metric Tonnes,1572.76,Rs./Quintal,3,79,1585.16,1210.0,785.0357142857143
Punjab,Vegetables,Onion,2024-03-20,1367.58,Metric Tonnes,1536.93,Rs./Quintal,3,80,1323.98,636.86,801.3185714285715
Punjab,Vegetables,Onion,2024-03-21,790.44,Metric Tonnes,1559.1,Rs./Quintal,3,81,1367.58,909.58,905.7071428571429
Punjab,Vegetables,Onion,2024-03-22,622.39,Metric Tonnes,1631.06,Rs./Quintal,3,82,790.44,431.9,888.6871428571429
Punjab,Vegetables,Onion,2024-03-23,534.13,Metric Tonnes,1539.3,Rs./Quintal,3,83,622.39,678.85,915.9
Punjab,Vegetables,Onion,2024-03-24,39.7,Metric Tonnes,1801.89,Rs./Quintal,3,84,534.13,42.9,895.2257142857144
Punjab,Vegetables,Onion,2024-03-25,1190.27,Metric Tonnes,1545.17,Rs./Quintal,3,85,39.7,1585.16,894.7685714285715
Punjab,Vegetables,Onion,2024-03-26,1334.68,Metric Tonnes,1638.4,Rs./Quintal,3,86,1190.27,1323.98,838.3557142857143
Punjab,Vegetables,Onion,2024-03-27,1100.22,Metric Tonnes,1634.53,Rs./Quintal,3,87,1334.68,1367.58,839.8842857142856
Punjab,Vegetables,Onion,2024-03-28,1239.98,Metric Tonnes,1629.56,Rs./Quintal,3,88,1100.22,790.44,801.6899999999999
Punjab,Vegetables,Onion,2024-03-29,613.41,Metric Tonnes,1706.22,Rs./Quintal,3,89,1239.98,622.39,865.9100000000001
Punjab,Vegetables,Onion,2024-03-30,369.53,Metric Tonnes,1662.13,Rs./Quintal,3,90,613.41,534.13,864.6271428571429
Punjab,Vegetables,Onion,2024-03-31,191.42,Metric Tonnes,1703.35,Rs./Quintal,3,91,369.53,39.7,841.1128571428571
Punjab,Vegetables,Onion,2024-04-01,1012.66,Metric Tonnes,1486.56,Rs./Quintal,4,92,191.42,1190.27,862.7871428571428
Punjab,Vegetables,Onion,2024-04-02,786.43,Metric Tonnes,1500.18,Rs./Quintal,4,93,1012.66,1334.68,837.4142857142857
Punjab,Vegetables,Onion,2024-04-03,519.22,Metric Tonnes,1616.96,Rs./Quintal,4,94,786.43,1100.22,759.092857142857
Punjab,Vegetables,Onion,2024-04-04,1287.94,Metric Tonnes,1590.17,Rs./Quintal,4,95,519.22,1239.98,676.092857142857
Punjab,Vegetables,Onion,2024-04-05,1084.98,Metric Tonnes,1570.59,Rs./Quintal,4,96,1287.94,613.41,682.9442857142857
Punjab,Vegetables,Onion,2024-04-06,637.95,Metric Tonnes,1454.24,Rs./Quintal,4,97,1084.98,369.53,750.3114285714286
Punjab,Vegetables,Onion,2024-04-07,59.81,Metric Tonnes,1831.75,Rs./Quintal,4,98,637.95,191.42,788.657142857143
Punjab,Vegetables,Onion,2024-04-08,1241.79,Metric Tonnes,1525.24,Rs./Quintal,4,99,59.81,1012.66,769.8557142857144
Punjab,Vegetables,Onion,2024-04-09,1695.23,Metric Tonnes,1541.68,Rs./Quintal,4,100,1241.79,786.43,802.5885714285715
Punjab,Vegetables,Onion,2024-04-10,1140.87,Metric Tonnes,1492.97,Rs./Quintal,4,101,1695.23,519.22,932.4171428571428
Punjab,Vegetables,Onion,2024-04-11,584.29,Metric Tonnes,1598.15,Rs./Quintal,4,102,1140.87,1287.94,1021.2242857142857
Punjab,Vegetables,Onion,2024-04-12,798.84,Metric Tonnes,1550.2,Rs./Quintal,4,103,584.29,1084.98,920.7028571428572
Punjab,Vegetables,Onion,2024-04-13,622.24,Metric Tonnes,1520.43,Rs./Quintal,4,104,798.84,637.95,879.8257142857143
Punjab,Vegetables,Onion,2024-04-14,85.8,Metric Tonnes,1871.18,Rs./Quintal,4,105,622.24,59.81,877.5814285714285
Punjab,Vegetables,Onion,2024-04-15,1037.21,Metric Tonnes,1495.25,Rs./Quintal,4,106,85.8,1241.79,881.2942857142856
Punjab,Vegetables,Onion,2024-04-16,1107.3,Metric Tonnes,1469.1,Rs./Quintal,4,107,1037.21,1695.23,852.0685714285715
Punjab,Vegetables,Onion,2024-04-17,794.5,Metric Tonnes,1452.75,Rs./Quintal,4,108,1107.3,1140.87,768.0785714285714
Punjab,Vegetables,Onion,2024-04-18,1071.94,Metric Tonnes,1479.93,Rs./Quintal,4,109,794.5,584.29,718.5971428571429
Punjab,Vegetables,Onion,2024-04-19,467.62,Metric Tonnes,1485.16,Rs./Quintal,4,110,1071.94,798.84,788.2614285714286
Punjab,Vegetables,Onion,2024-04-20,518.95,Metric Tonnes,1594.72,Rs./Quintal,4,111,467.62,622.24,740.9442857142857
Punjab,Vegetables,Onion,2024-04-21,131.51,Metric Tonnes,1770.57,Rs./Quintal,4,112,518.95,85.8,726.1885714285715
Punjab,Vegetables,Onion,2024-04-22,1482.72,Metric Tonnes,1512.61,Rs./Quintal,4,113,131.51,1037.21,732.7185714285714
Punjab,Vegetables,Onion,2024-04-23,1184.25,Metric Tonnes,1575.01,Rs./Quintal,4,114,1482.72,1107.3,796.3628571428571
Punjab,Vegetables,Onion,2024-04-24,1072.99,Metric Tonnes,1611.22,Rs./Quintal,4,115,1184.25,794.5,807.3557142857143
Punjab,Vegetables,Onion,2024-04-25,1190.17,Metric Tonnes,1574.59,Rs./Quintal,4,116,1072.99,1071.94,847.14
Punjab,Vegetables,Onion,2024-04-26,1102.97,Metric Tonnes,1518.49,Rs./Quintal,4,117,1190.17,467.62,864.03
Punjab,Vegetables,Onion,2024-04-27,1256.94,Metric Tonnes,1503.71,Rs./Quintal,4,118,1102.97,518.95,954.7942857142858
Punjab,Vegetables,Onion,2024-04-28,76.0,Metric Tonnes,1665.89,Rs./Quintal,4,119,1256.94,131.51,1060.2214285714285
Punjab,Vegetables,Onion,2024-04-29,1652.2,Metric Tonnes,1478.47,Rs./Quintal,4,120,76.0,1482.72,1052.2914285714287
Punjab,Vegetables,Onion,2024-04-30,1384.35,Metric Tonnes,1505.67,Rs./Quintal,4,121,1652.2,1184.25,1076.5028571428572
Punjab,Vegetables,Onion,2024-05-01,1296.28,Metric Tonnes,1382.15,Rs./Quintal,5,122,1384.35,1072.99,1105.0885714285714
Punjab,Vegetables,Onion,2024-05-02,1160.34,Metric Tonnes,1400.54,Rs./Quintal,5,123,1296.28,1190.17,1136.9871428571428
Punjab,Vegetables,Onion,2024-05-03,686.97,Metric Tonnes,1443.61,Rs./Quintal,5,124,1160.34,1102.97,1132.7257142857143
Punjab,Vegetables,Onion,2024-05-04,655.46,Metric Tonnes,1445.05,Rs./Quintal,5,125,686.97,1256.94,1073.297142857143
Punjab,Vegetables,Onion,2024-05-05,107.49,Metric Tonnes,1875.87,Rs./Quintal,5,126,655.46,76.0,987.3714285714285
Punjab,Vegetables,Onion,2024-05-06,978.48,Metric Tonnes,1486.85,Rs./Quintal,5,127,107.49,1652.2,991.87
Punjab,Vegetables,Onion,2024-05-07,818.42,Metric Tonnes,1525.36,Rs./Quintal,5,128,978.48,1384.35,895.6242857142857
Punjab,Vegetables,Onion,2024-05-08,754.55,Metric Tonnes,1469.54,Rs./Quintal,5,129,818.42,1296.28,814.777142857143
Punjab,Vegetables,Onion,2024-05-09,539.44,Metric Tonnes,1493.14,Rs./Quintal,5,130,754.55,1160.34,737.3871428571427
Punjab,Vegetables,Onion,2024-05-10,791.29,Metric Tonnes,1470.88,Rs./Quintal,5,131,539.44,686.97,648.6871428571429
Punjab,Vegetables,Onion,2024-05-11,741.36,Metric Tonnes,1449.42,Rs./Quintal,5,132,791.29,655.46,663.59
Punjab,Vegetables,Onion,2024-05-12,69.6,Metric Tonnes,1498.71,Rs./Quintal,5,133,741.36,107.49,675.8614285714285
Punjab,Vegetables,Onion,2024-05-13,1011.15,Metric Tonnes,1479.97,Rs./Quintal,5,134,69.6,978.48,670.4485714285714
Punjab,Vegetables,Onion,2024-05-14,594.04,Metric Tonnes,1518.56,Rs./Quintal,5,135,1011.15,818.42,675.1157142857143
Punjab,Vegetables,Onion,2024-05-15,1145.13,Metric Tonnes,1490.93,Rs./Quintal,5,136,594.04,754.55,643.0614285714286
Punjab,Vegetables,Onion,2024-05-16,1180.42,Metric Tonnes,1483.17,Rs./Quintal,5,137,1145.13,539.44,698.8585714285715
Punjab,Vegetables,Onion,2024-05-17,1250.84,Metric Tonnes,1488.37,Rs./Quintal,5,138,1180.42,791.29,790.4271428571429
Punjab,Vegetables,Onion,2024-05-18,1170.02,Metric Tonnes,1392.31,Rs./Quintal,5,139,1250.84,741.36,856.077142857143
Punjab,Vegetables,Onion,2024-05-19,84.4,Metric Tonnes,1547.03,Rs./Quintal,5,140,1170.02,69.6,917.3142857142857
Punjab,Vegetables,Onion,2024-05-20,1209.26,Metric Tonnes,1421.04,Rs./Quintal,5,141,84.4,1011.15,919.4285714285714
Punjab,Vegetables,Onion,2024-05-21,807.09,Metric Tonnes,1434.7,Rs./Quintal,5,142,1209.26,594.04,947.7299999999999
Punjab,Vegetables,Onion,2024-05-22,1424.53,Metric Tonnes,1498.42,Rs./Quintal,5,143,807.09,1145.13,978.1657142857142
Punjab,Vegetables,Onion,2024-05-23,689.53,Metric Tonnes,1434.34,Rs./Quintal,5,144,1424.53,1180.42,1018.0799999999999
Punjab,Vegetables,Onion,2024-05-24,1458.63,Metric Tonnes,1418.0,Rs./Quintal,5,145,689.53,1250.84,947.9528571428572
Punjab,Vegetables,Onion,2024-05-25,635.16,Metric Tonnes,1394.34,Rs./Quintal,5,146,1458.63,1170.02,977.6371428571429
Punjab,Vegetables,Onion,2024-05-26,47.46,Metric Tonnes,1564.25,Rs./Quintal,5,147,635.16,84.4,901.2285714285715
Punjab,Vegetables,Onion,2024-05-27,803.46,Metric Tonnes,1482.63,Rs./Quintal,5,148,47.46,1209.26,895.9514285714287
Punjab,Vegetables,Onion,2024-05-28,1223.92,Metric Tonnes,1464.8,Rs./Quintal,5,149,803.46,807.09,837.9800000000001
Punjab,Vegetables,Onion,2024-05-29,1294.4,Metric Tonnes,1516.18,Rs./Quintal,5,150,1223.92,1424.53,897.527142857143
Punjab,Vegetables,Onion,2024-05-30,1213.58,Metric Tonnes,1503.64,Rs./Quintal,5,151,1294.4,689.53,878.9371428571428
Punjab,Vegetables,Onion,2024-05-31,1317.88,Metric Tonnes,1499.44,Rs./Quintal,5,152,1213.58,1458.63,953.8014285714287
Punjab,Vegetables,Onion,2024-06-01,1069.0,Metric Tonnes,1480.81,Rs./Quintal,6,153,1317.88,635.16,933.6942857142858
Punjab,Vegetables,Onion,2024-06-02,37.4,Metric Tonnes,1796.12,Rs./Quintal,6,154,1069.0,47.46,995.6714285714287
Punjab,Vegetables,Onion,2024-06-03,995.43,Metric Tonnes,1427.07,Rs./Quintal,6,155,37.4,803.46,994.2342857142858
Punjab,Vegetables,Onion,2024-06-04,586.31,Metric Tonnes,1464.34,Rs./Quintal,6,156,995.43,1223.92,1021.6585714285715
Punjab,Vegetables,Onion,2024-06-05,476.21,Metric Tonnes,1498.43,Rs./Quintal,6,157,586.31,1294.4,930.5714285714286
Punjab,Vegetables,Onion,2024-06-06,617.26,Metric Tonnes,1606.37,Rs./Quintal,6,158,476.21,1213.58,813.6871428571429
Punjab,Vegetables,Onion,2024-06-07,783.17,Metric Tonnes,1654.45,Rs./Quintal,6,159,617.26,1317.88,728.4985714285714
Punjab,Vegetables,Onion,2024-06-08,693.78,Metric Tonnes,1610.63,Rs./Quintal,6,160,783.17,1069.0,652.1114285714285
Punjab,Vegetables,Onion,2024-06-09,35.35,Metric Tonnes,1949.65,Rs./Quintal,6,161,693.78,37.4,598.5085714285714
Punjab,Vegetables,Onion,2024-06-10,1161.4,Metric Tonnes,1831.46,Rs./Quintal,6,162,35.35,995.43,598.2157142857143
Punjab,Vegetables,Onion,2024-06-11,1358.4,Metric Tonnes,2000.07,Rs./Quintal,6,163,1161.4,586.31,621.9257142857142
Punjab,Vegetables,Onion,2024-06-12,1206.98,Metric Tonnes,2135.25,Rs./Quintal,6,164,1358.4,476.21,732.2242857142857
Punjab,Vegetables,Onion,2024-06-13,1212.06,Metric Tonnes,2153.3,Rs./Quintal,6,165,1206.98,617.26,836.62
Punjab,Vegetables,Onion,2024-06-14,831.21,Metric Tonnes,1905.68,Rs./Quintal,6,166,1212.06,783.17,921.5914285714285
Punjab,Vegetables,Onion,2024-06-15,628.12,Metric Tonnes,1969.6,Rs./Quintal,6,167,831.21,693.78,928.4542857142858
Punjab,Vegetables,Onion,2024-06-16,40.95,Metric Tonnes,2634.09,Rs./Quintal,6,168,628.12,35.35,919.0742857142858
Punjab,Vegetables,Onion,2024-06-17,722.02,Metric Tonnes,1909.43,Rs./Quintal,6,169,40.95,1161.4,919.8742857142859
Punjab,Vegetables,Onion,2024-06-18,672.63,Metric Tonnes,1988.09,Rs./Quintal,6,170,722.02,1358.4,857.1057142857143
Punjab,Vegetables,Onion,2024-06-19,559.68,Metric Tonnes,2068.92,Rs./Quintal,6,171,672.63,1206.98,759.1385714285715
Punjab,Vegetables,Onion,2024-06-20,819.32,Metric Tonnes,2274.57,Rs./Quintal,6,172,559.68,1212.06,666.6671428571428
Punjab,Vegetables,Onion,2024-06-21,850.05,Metric Tonnes,2169.87,Rs./Quintal,6,173,819.32,831.21,610.5614285714286
Punjab,Vegetables,Onion,2024-06-22,903.09,Metric Tonnes,2469.54,Rs./Quintal,6,174,850.05,628.12,613.2528571428572
Punjab,Vegetables,Onion,2024-06-23,163.32,Metric Tonnes,2772.09,Rs./Quintal,6,175,903.09,40.95,652.5342857142857
Punjab,Vegetables,Onion,2024-06-24,1113.68,Metric Tonnes,2383.4,Rs./Quintal,6,176,163.32,722.02,670.0157142857144
Punjab,Vegetables,Onion,2024-06-25,1078.51,Metric Tonnes,2316.17,Rs./Quintal,6,177,1113.68,672.63,725.9671428571429
Punjab,Vegetables,Onion,2024-06-26,978.54,Metric Tonnes,2437.37,Rs./Quintal,6,178,1078.51,559.68,783.9499999999999
Punjab,Vegetables,Onion,2024-06-27,503.54,Metric Tonnes,2377.5,Rs./Quintal,6,179,978.54,819.32,843.7871428571428
Punjab,Vegetables,Onion,2024-06-28,1094.11,Metric Tonnes,2609.4,Rs./Quintal,6,180,503.54,850.05,798.6757142857142
Punjab,Vegetables,Onion,2024-06-29,884.14,Metric Tonnes,2567.13,Rs./Quintal,6,181,1094.11,903.09,833.5414285714287
Punjab,Vegetables,Onion,2024-06-30,149.09,Metric Tonnes,2335.39,Rs./Quintal,6,182,884.14,163.32,830.8342857142858
Punjab,Vegetables,Onion,2024-07-01,1396.07,Metric Tonnes,2346.43,Rs./Quintal,7,183,149.09,1113.68,828.8014285714286
Punjab,Vegetables,Onion,2024-07-02,870.9,Metric Tonnes,2431.18,Rs./Quintal,7,184,1396.07,1078.51,869.1428571428571
Punjab,Vegetables,Onion,2024-07-03,425.23,Metric Tonnes,2275.38,Rs./Quintal,7,185,870.9,978.54,839.4842857142858
Punjab,Vegetables,Onion,2024-07-04,497.42,Metric Tonnes,2411.12,Rs./Quintal,7,186,425.23,503.54,760.4399999999999
Punjab,Vegetables,Onion,2024-07-05,606.7,Metric Tonnes,2208.28,Rs./Quintal,7,187,497.42,1094.11,759.5657142857143
Punjab,Vegetables,Onion,2024-07-06,828.27,Metric Tonnes,2383.52,Rs./Quintal,7,188,606.7,884.14,689.9357142857143
Punjab,Vegetables,Onion,2024-07-07,80.0,Metric Tonnes,2853.08,Rs./Quintal,7,189,828.27,149.09,681.9542857142858
Punjab,Vegetables,Onion,2024-07-08,1094.6,Metric Tonnes,2402.24,Rs./Quintal,7,190,80.0,1396.07,672.0842857142858
Punjab,Vegetables,Onion,2024-07-09,1107.29,Metric Tonnes,2654.93,Rs./Quintal,7,191,1094.6,870.9,629.0171428571429
Punjab,Vegetables,Onion,2024-07-10,767.11,Metric Tonnes,2762.45,Rs./Quintal,7,192,1107.29,425.23,662.7871428571428
Punjab,Vegetables,Onion,2024-07-11,644.41,Metric Tonnes,2541.16,Rs./Quintal,7,193,767.11,497.42,711.6271428571428
Punjab,Vegetables,Onion,2024-07-12,518.3,Metric Tonnes,2374.22,Rs./Quintal,7,194,644.41,606.7,732.6257142857141
Punjab,Vegetables,Onion,2024-07-13,544.61,Metric Tonnes,2372.74,Rs./Quintal,7,195,518.3,828.27,719.9971428571428
Punjab,Vegetables,Onion,2024-07-14,32.02,Metric Tonnes,3279.01,Rs./Quintal,7,196,544.61,80.0,679.4742857142857
Punjab,Vegetables,Onion,2024-07-15,846.99,Metric Tonnes,2294.11,Rs./Quintal,7,197,32.02,1094.6,672.62
Punjab,Vegetables,Onion,2024-07-16,1009.63,Metric Tonnes,2546.31,Rs./Quintal,7,198,846.99,1107.29,637.2471428571428
Punjab,Vegetables,Onion,2024-07-17,694.04,Metric Tonnes,2534.59,Rs./Quintal,7,199,1009.63,767.11,623.2957142857142
Punjab,Vegetables,Onion,2024-07-18,798.15,Metric Tonnes,2520.38,Rs./Quintal,7,200,694.04,644.41,612.8571428571429
Punjab,Vegetables,Onion,2024-07-19,807.87,Metric Tonnes,2335.59,Rs./Quintal,7,201,798.15,518.3,634.8199999999999
Punjab,Vegetables,Onion,2024-07-20,645.79,Metric Tonnes,2449.63,Rs./Quintal,7,202,807.87,544.61,676.1871428571428
Punjab,Vegetables,Onion,2024-07-21,29.99,Metric Tonnes,3330.94,Rs./Quintal,7,203,645.79,32.02,690.6414285714285
Punjab,Vegetables,Onion,2024-07-22,798.76,Metric Tonnes,2110.3,Rs./Quintal,7,204,29.99,846.99,690.3514285714285
Punjab,Vegetables,Onion,2024-07-23,520.34,Metric Tonnes,2227.25,Rs./Quintal,7,205,798.76,1009.63,683.4614285714285
