State/UT,Commodity Group,Commodity,Date,Arrival Quantity,Arrival Unit,Modal Price,Price Unit
Punjab,Vegetables,Onion,2024-03-29,613.41,Metric Tonnes,1706.22,Rs./Quintal
Punjab,Vegetables,Onion,2024-03-30,369.53,Metric Tonnes,1662.13,Rs./Quintal
Punjab,Vegetables,Onion,2024-03-31,191.42,Metric Tonnes,1703.35,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-01,1012.66,Metric Tonnes,1486.56,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-02,786.43,Metric Tonnes,1500.18,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-03,519.22,Metric Tonnes,1616.96,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-04,1287.94,Metric Tonnes,1590.17,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-05,1084.98,Metric Tonnes,1570.59,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-06,637.95,Metric Tonnes,1454.24,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-07,59.81,Metric Tonnes,1831.75,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-08,1241.79,Metric Tonnes,1525.24,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-09,1695.23,Metric Tonnes,1541.68,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-10,1140.87,Metric Tonnes,1492.97,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-11,584.29,Metric Tonnes,1598.15,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-12,798.84,Metric Tonnes,1550.2,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-13,622.24,Metric Tonnes,1520.43,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-14,85.8,Metric Tonnes,1871.18,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-15,1037.21,Metric Tonnes,1495.25,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-16,1107.3,Metric Tonnes,1469.1,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-17,794.5,Metric Tonnes,1452.75,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-18,1071.94,Metric Tonnes,1479.93,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-19,467.62,Metric Tonnes,1485.16,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-20,518.95,Metric Tonnes,1594.72,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-21,131.51,Metric Tonnes,1770.57,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-22,1482.72,Metric Tonnes,1512.61,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-23,1184.25,Metric Tonnes,1575.01,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-24,1072.99,Metric Tonnes,1611.22,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-25,1190.17,Metric Tonnes,1574.59,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-26,1102.97,Metric Tonnes,1518.49,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-27,1256.94,Metric Tonnes,1503.71,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-28,76.0,Metric Tonnes,1665.89,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-29,1652.2,Metric Tonnes,1478.47,Rs./Quintal
Punjab,Vegetables,Onion,2024-04-30,1384.35,Metric Tonnes,1505.67,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-01,1296.28,Metric Tonnes,1382.15,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-02,1160.34,Metric Tonnes,1400.54,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-03,686.97,Metric Tonnes,1443.61,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-04,655.46,Metric Tonnes,1445.05,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-05,107.49,Metric Tonnes,1875.87,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-06,978.48,Metric Tonnes,1486.85,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-07,818.42,Metric Tonnes,1525.36,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-08,754.55,Metric Tonnes,1469.54,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-09,539.44,Metric Tonnes,1493.14,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-10,791.29,Metric Tonnes,1470.88,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-11,741.36,Metric Tonnes,1449.42,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-12,69.6,Metric Tonnes,1498.71,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-13,1011.15,Metric Tonnes,1479.97,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-14,594.04,Metric Tonnes,1518.56,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-15,1145.13,Metric Tonnes,1490.93,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-16,1180.42,Metric Tonnes,1483.17,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-17,1250.84,Metric Tonnes,1488.37,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-18,1170.02,Metric Tonnes,1392.31,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-19,84.4,Metric Tonnes,1547.03,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-20,1209.26,Metric Tonnes,1421.04,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-21,807.09,Metric Tonnes,1434.7,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-22,1424.53,Metric Tonnes,1498.42,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-23,689.53,Metric Tonnes,1434.34,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-24,1458.63,Metric Tonnes,1418.0,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-25,635.16,Metric Tonnes,1394.34,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-26,47.46,Metric Tonnes,1564.25,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-27,803.46,Metric Tonnes,1482.63,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-28,1223.92,Metric Tonnes,1464.8,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-29,1294.4,Metric Tonnes,1516.18,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-30,1213.58,Metric Tonnes,1503.64,Rs./Quintal
Punjab,Vegetables,Onion,2024-05-31,1317.88,Metric Tonnes,1499.44,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-01,1069.0,Metric Tonnes,1480.81,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-02,37.4,Metric Tonnes,1796.12,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-03,995.43,Metric Tonnes,1427.07,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-04,586.31,Metric Tonnes,1464.34,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-05,476.21,Metric Tonnes,1498.43,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-06,617.26,Metric Tonnes,1606.37,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-07,783.17,Metric Tonnes,1654.45,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-08,693.78,Metric Tonnes,1610.63,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-09,35.35,Metric Tonnes,1949.65,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-10,1161.4,Metric Tonnes,1831.46,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-11,1358.4,Metric Tonnes,2000.07,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-12,1206.98,Metric Tonnes,2135.25,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-13,1212.06,Metric Tonnes,2153.3,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-14,831.21,Metric Tonnes,1905.68,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-15,628.12,Metric Tonnes,1969.6,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-16,40.95,Metric Tonnes,2634.09,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-17,722.02,Metric Tonnes,1909.43,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-18,672.63,Metric Tonnes,1988.09,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-19,559.68,Metric Tonnes,2068.92,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-20,819.32,Metric Tonnes,2274.57,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-21,850.05,Metric Tonnes,2169.87,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-22,903.09,Metric Tonnes,2469.54,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-23,163.32,Metric Tonnes,2772.09,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-24,1113.68,Metric Tonnes,2383.4,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-25,1078.51,Metric Tonnes,2316.17,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-26,978.54,Metric Tonnes,2437.37,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-27,503.54,Metric Tonnes,2377.5,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-28,1094.11,Metric Tonnes,2609.4,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-29,884.14,Metric Tonnes,2567.13,Rs./Quintal
Punjab,Vegetables,Onion,2024-06-30,149.09,Metric Tonnes,2335.39,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-01,1396.07,Metric Tonnes,2346.43,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-02,870.9,Metric Tonnes,2431.18,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-03,425.23,Metric Tonnes,2275.38,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-04,497.42,Metric Tonnes,2411.12,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-05,606.7,Metric Tonnes,2208.28,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-06,828.27,Metric Tonnes,2383.52,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-07,80.0,Metric Tonnes,2853.08,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-08,1094.6,Metric Tonnes,2402.24,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-09,1107.29,Metric Tonnes,2654.93,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-10,767.11,Metric Tonnes,2762.45,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-11,644.41,Metric Tonnes,2541.16,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-12,518.3,Metric Tonnes,2374.22,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-13,544.61,Metric Tonnes,2372.74,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-14,32.02,Metric Tonnes,3279.01,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-15,846.99,Metric Tonnes,2294.11,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-16,1009.63,Metric Tonnes,2546.31,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-17,694.04,Metric Tonnes,2534.59,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-18,798.15,Metric Tonnes,2520.38,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-19,807.87,Metric Tonnes,2335.59,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-20,645.79,Metric Tonnes,2449.63,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-21,29.99,Metric Tonnes,3330.94,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-22,798.76,Metric Tonnes,2110.3,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-23,520.34,Metric Tonnes,2227.25,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-24,506.48,Metric Tonnes,2356.78,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-25,723.96,Metric Tonnes,2481.14,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-26,832.99,Metric Tonnes,2373.1,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-27,900.44,Metric Tonnes,2328.97,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-28,34.81,Metric Tonnes,2905.17,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-29,1059.92,Metric Tonnes,2320.73,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-30,853.55,Metric Tonnes,2437.42,Rs./Quintal
Punjab,Vegetables,Onion,2024-07-31,663.18,Metric Tonnes,2488.19,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-01,627.81,Metric Tonnes,2473.32,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-02,423.5,Metric Tonnes,2322.98,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-03,621.63,Metric Tonnes,2372.5,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-04,89.06,Metric Tonnes,2939.02,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-05,830.52,Metric Tonnes,2320.22,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-06,683.75,Metric Tonnes,2712.87,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-07,803.66,Metric Tonnes,2639.16,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-08,533.17,Metric Tonnes,2703.75,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-09,648.38,Metric Tonnes,2734.69,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-10,447.47,Metric Tonnes,2477.95,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-11,40.4,Metric Tonnes,3038.84,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-12,1025.59,Metric Tonnes,2593.43,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-13,525.2,Metric Tonnes,2764.12,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-14,613.43,Metric Tonnes,3209.24,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-15,587.2,Metric Tonnes,2881.35,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-16,725.69,Metric Tonnes,2719.88,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-17,503.01,Metric Tonnes,2749.29,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-18,38.58,Metric Tonnes,3380.73,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-19,690.55,Metric Tonnes,2721.67,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-20,744.59,Metric Tonnes,2971.53,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-21,556.01,Metric Tonnes,3004.78,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-22,693.66,Metric Tonnes,3198.04,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-23,681.77,Metric Tonnes,3004.13,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-24,287.47,Metric Tonnes,3126.23,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-25,40.2,Metric Tonnes,3549.97,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-26,831.82,Metric Tonnes,3238.96,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-27,769.88,Metric Tonnes,3471.95,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-28,662.9,Metric Tonnes,3366.7,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-29,666.3,Metric Tonnes,3416.77,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-30,792.89,Metric Tonnes,3472.46,Rs./Quintal
Punjab,Vegetables,Onion,2024-08-31,733.77,Metric Tonnes,3497.85,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-01,84.25,Metric Tonnes,3361.01,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-02,1022.65,Metric Tonnes,3268.31,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-03,864.81,Metric Tonnes,3577.92,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-04,745.85,Metric Tonnes,3421.77,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-05,719.04,Metric Tonnes,3474.53,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-06,789.32,Metric Tonnes,3658.3,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-07,530.1,Metric Tonnes,3419.92,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-08,36.41,Metric Tonnes,3619.12,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-09,940.99,Metric Tonnes,3077.33,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-10,736.31,Metric Tonnes,3242.45,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-11,725.99,Metric Tonnes,3495.08,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-12,779.58,Metric Tonnes,3605.78,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-13,838.7,Metric Tonnes,3499.12,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-14,807.78,Metric Tonnes,3514.96,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-15,46.63,Metric Tonnes,3617.22,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-16,1157.7,Metric Tonnes,3639.08,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-17,1041.09,Metric Tonnes,3810.09,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-18,583.95,Metric Tonnes,3747.89,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-19,815.09,Metric Tonnes,4039.32,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-20,803.46,Metric Tonnes,4206.05,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-21,848.83,Metric Tonnes,4074.61,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-22,49.2,Metric Tonnes,4257.72,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-23,1272.32,Metric Tonnes,3812.77,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-24,1035.16,Metric Tonnes,3960.85,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-25,1063.55,Metric Tonnes,3838.35,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-26,952.09,Metric Tonnes,4008.21,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-27,873.73,Metric Tonnes,4101.99,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-28,1008.52,Metric Tonnes,3641.59,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-29,85.75,Metric Tonnes,3204.96,Rs./Quintal
Punjab,Vegetables,Onion,2024-09-30,1000.09,Metric Tonnes,3903.27,Rs./Quintal
Punjab,Vegetables,Onion,2024-10-01,742.44,Metric Tonnes,3952.41,Rs./Quintal
Punjab,Vegetables,Onion,2024-10-02,677.3,Metric Tonnes,3980.8,Rs./Quintal
Punjab,Vegetables,Onion,2024-10-03,578.31,Metric Tonnes,4058.88,Rs./Quintal
Punjab,Vegetables,Onion,2024-10-04,573.61,Metric Tonnes,4116.59,Rs./Quintal
Punjab,Vegetables,Onion,2024-10-05,495.43,Metric Tonnes,4020.53,Rs./Quintal
Punjab,Vegetables,Onion,2024-10-06,63.86,Metric Tonnes,4177.28,Rs./Quintal
Punjab,Vegetables,Onion,2024-10-07,685.53,Metric Tonnes,4157.92,Rs./Quintal
Punjab,Vegetables,Onion,2024-10-08,593.87,Metric Tonnes,4225.32,Rs./Quintal
