State/UT,Commodity Group,Commodity,Date,Arrival Quantity,Arrival Unit,Modal Price,Price Unit,month,day_of_year,lag_1,lag_7,rolling_mean_7
Punjab,Vegetables,Onion,2024-02-23,502.14,Metric Tonnes,1480.82,Rs./Quintal,2,54,1448.08,1476.88,1416.3685714285714
Punjab,Vegetables,Onion,2024-02-24,595.22,Metric Tonnes,1398.44,Rs./Quintal,2,55,1480.82,1311.07,1416.9314285714283
Punjab,Vegetables,Onion,2024-02-25,42.33,Metric Tonnes,1804.91,Rs./Quintal,2,56,1398.44,1407.52,1429.412857142857
Punjab,Vegetables,Onion,2024-02-26,994.5,Metric Tonnes,1425.3,Rs./Quintal,2,57,1804.91,1392.34,1486.182857142857
Punjab,Vegetables,Onion,2024-02-27,912.76,Metric Tonnes,1442.79,Rs./Quintal,2,58,1425.3,1441.43,1490.8914285714286
Punjab,Vegetables,Onion,2024-02-28,835.97,Metric Tonnes,1540.37,Rs./Quintal,2,59,1442.79,1437.26,1491.0857142857144
Punjab,Vegetables,Onion,2024-02-29,821.72,Metric Tonnes,1515.79,Rs./Quintal,2,60,1540.37,1448.08,1505.8157142857144
Punjab,Vegetables,Onion,2024-03-01,722.08,Metric Tonnes,1518.33,Rs./Quintal,3,61,1515.79,1480.82,1515.4885714285715
Punjab,Vegetables,Onion,2024-03-02,503.72,Metric Tonnes,1509.25,Rs./Quintal,3,62,1518.33,1398.44,1520.847142857143
Punjab,Vegetables,Onion,2024-03-03,64.25,Metric Tonnes,1638.13,Rs./Quintal,3,63,1509.25,1804.91,1536.6771428571428
Punjab,Vegetables,Onion,2024-03-04,1089.81,Metric Tonnes,1497.36,Rs./Quintal,3,64,1638.13,1425.3,1512.8514285714286
Punjab,Vegetables,Onion,2024-03-05,1406.83,Metric Tonnes,1665.26,Rs./Quintal,3,65,1497.36,1442.79,1523.1457142857141
Punjab,Vegetables,Onion,2024-03-06,843.5,Metric Tonnes,1511.83,Rs./Quintal,3,66,1665.26,1540.37,1554.9271428571428
Punjab,Vegetables,Onion,2024-03-07,472.49,Metric Tonnes,1741.36,Rs./Quintal,3,67,1511.83,1515.79,1550.85
Punjab,Vegetables,Onion,2024-03-08,697.34,Metric Tonnes,1469.13,Rs./Quintal,3,68,1741.36,1518.33,1583.0742857142857
Punjab,Vegetables,Onion,2024-03-09,909.95,Metric Tonnes,1605.36,Rs./Quintal,3,69,1469.13,1509.25,1576.0457142857142
Punjab,Vegetables,Onion,2024-03-10,44.9,Metric Tonnes,1666.15,Rs./Quintal,3,70,1605.36,1638.13,1589.7757142857142
Punjab,Vegetables,Onion,2024-03-11,1197.76,Metric Tonnes,1581.89,Rs./Quintal,3,71,1666.15,1497.36,1593.7785714285712
Punjab,Vegetables,Onion,2024-03-12,1210.0,Metric Tonnes,1656.24,Rs./Quintal,3,72,1581.89,1665.26,1605.8542857142857
Punjab,Vegetables,Onion,2024-03-13,636.86,Metric Tonnes,1605.6,Rs./Quintal,3,73,1656.24,1511.83,1604.5657142857144
Punjab,Vegetables,Onion,2024-03-14,909.58,Metric Tonnes,1696.06,Rs./Quintal,3,74,1605.6,1741.36,1617.9614285714285
Punjab,Vegetables,Onion,2024-03-15,431.9,Metric Tonnes,1623.75,Rs./Quintal,3,75,1696.06,1469.13,1611.49
Punjab,Vegetables,Onion,2024-03-16,678.85,Metric Tonnes,1631.28,Rs./Quintal,3,76,1623.75,1605.36,1633.5785714285716
Punjab,Vegetables,Onion,2024-03-17,42.9,Metric Tonnes,1874.48,Rs./Quintal,3,77,1631.28,1666.15,1637.2814285714285
Punjab,Vegetables,Onion,2024-03-18,1585.16,Metric Tonnes,1630.55,Rs./Quintal,3,78,1874.48,1581.89,1667.042857142857
Punjab,Vegetables,Onion,2024-03-19,1323.98,Metric Tonnes,1572.76,Rs./Quintal,3,79,1630.55,1656.24,1673.9942857142858
Punjab,Vegetables,Onion,2024-03-20,1367.58,Metric Tonnes,1536.93,Rs./Quintal,3,80,1572.76,1605.6,1662.0685714285714
Punjab,Vegetables,Onion,2024-03-21,790.44,Metric Tonnes,1559.1,Rs./Quintal,3,81,1536.93,1696.06,1652.2585714285717
Punjab,Vegetables,Onion,2024-03-22,622.39,Metric Tonnes,1631.06,Rs./Quintal,3,82,1559.1,1623.75,1632.6928571428568
Punjab,Vegetables,Onion,2024-03-23,534.13,Metric Tonnes,1539.3,Rs./Quintal,3,83,1631.06,1631.28,1633.7371428571428
Punjab,Vegetables,Onion,2024-03-24,39.7,Metric Tonnes,1801.89,Rs./Quintal,3,84,1539.3,1874.48,1620.597142857143
Punjab,Vegetables,Onion,2024-03-25,1190.27,Metric Tonnes,1545.17,Rs./Quintal,3,85,1801.89,1630.55,1610.2271428571428
Punjab,Vegetables,Onion,2024-03-26,1334.68,Metric Tonnes,1638.4,Rs./Quintal,3,86,1545.17,1572.76,1598.03
Punjab,Vegetables,Onion,2024-03-27,1100.22,Metric Tonnes,1634.53,Rs./Quintal,3,87,1638.4,1536.93,1607.4071428571428
Punjab,Vegetables,Onion,2024-03-28,1239.98,Metric Tonnes,1629.56,Rs./Quintal,3,88,1634.53,1559.1,1621.35
Punjab,Vegetables,Onion,2024-03-29,613.41,Metric Tonnes,1706.22,Rs./Quintal,3,89,1629.56,1631.06,1631.4157142857143
Punjab,Vegetables,Onion,2024-03-30,369.53,Metric Tonnes,1662.13,Rs./Quintal,3,90,1706.22,1539.3,1642.152857142857
Punjab,Vegetables,Onion,2024-03-31,191.42,Metric Tonnes,1703.35,Rs./Quintal,3,91,1662.13,1801.89,1659.7
Punjab,Vegetables,Onion,2024-04-01,1012.66,Metric Tonnes,1486.56,Rs./Quintal,4,92,1703.35,1545.17,1645.6228571428571
Punjab,Vegetables,Onion,2024-04-02,786.43,Metric Tonnes,1500.18,Rs./Quintal,4,93,1486.56,1638.4,1637.25
Punjab,Vegetables,Onion,2024-04-03,519.22,Metric Tonnes,1616.96,Rs./Quintal,4,94,1500.18,1634.53,1617.5042857142855
Punjab,Vegetables,Onion,2024-04-04,1287.94,Metric Tonnes,1590.17,Rs./Quintal,4,95,1616.96,1629.56,1614.9942857142858
Punjab,Vegetables,Onion,2024-04-05,1084.98,Metric Tonnes,1570.59,Rs./Quintal,4,96,1590.17,1706.22,1609.367142857143
Punjab,Vegetables,Onion,2024-04-06,637.95,Metric Tonnes,1454.24,Rs./Quintal,4,97,1570.59,1662.13,1589.9914285714287
Punjab,Vegetables,Onion,2024-04-07,59.81,Metric Tonnes,1831.75,Rs./Quintal,4,98,1454.24,1703.35,1560.2928571428572
Punjab,Vegetables,Onion,2024-04-08,1241.79,Metric Tonnes,1525.24,Rs./Quintal,4,99,1831.75,1486.56,1578.6357142857144
Punjab,Vegetables,Onion,2024-04-09,1695.23,Metric Tonnes,1541.68,Rs./Quintal,4,100,1525.24,1500.18,1584.1614285714288
Punjab,Vegetables,Onion,2024-04-10,1140.87,Metric Tonnes,1492.97,Rs./Quintal,4,101,1541.68,1616.96,1590.0900000000001
Punjab,Vegetables,Onion,2024-04-11,584.29,Metric Tonnes,1598.15,Rs./Quintal,4,102,1492.97,1590.17,1572.3771428571429
Punjab,Vegetables,Onion,2024-04-12,798.84,Metric Tonnes,1550.2,Rs./Quintal,4,103,1598.15,1570.59,1573.5171428571427
Punjab,Vegetables,Onion,2024-04-13,622.24,Metric Tonnes,1520.43,Rs./Quintal,4,104,1550.2,1454.24,1570.6042857142857
Punjab,Vegetables,Onion,2024-04-14,85.8,Metric Tonnes,1871.18,Rs./Quintal,4,105,1520.43,1831.75,1580.06
Punjab,Vegetables,Onion,2024-04-15,1037.21,Metric Tonnes,1495.25,Rs./Quintal,4,106,1871.18,1525.24,1585.6928571428573
Punjab,Vegetables,Onion,2024-04-16,1107.3,Metric Tonnes,1469.1,Rs./Quintal,4,107,1495.25,1541.68,1581.4085714285716
Punjab,Vegetables,Onion,2024-04-17,794.5,Metric Tonnes,1452.75,Rs./Quintal,4,108,1469.1,1492.97,1571.0399999999997
Punjab,Vegetables,Onion,2024-04-18,1071.94,Metric Tonnes,1479.93,Rs./Quintal,4,109,1452.75,1598.15,1565.294285714286
Punjab,Vegetables,Onion,2024-04-19,467.62,Metric Tonnes,1485.16,Rs./Quintal,4,110,1479.93,1550.2,1548.4057142857143
Punjab,Vegetables,Onion,2024-04-20,518.95,Metric Tonnes,1594.72,Rs./Quintal,4,111,1485.16,1520.43,1539.1142857142856
Punjab,Vegetables,Onion,2024-04-21,131.51,Metric Tonnes,1770.57,Rs./Quintal,4,112,1594.72,1871.18,1549.7271428571428
Punjab,Vegetables,Onion,2024-04-22,1482.72,Metric Tonnes,1512.61,Rs./Quintal,4,113,1770.57,1495.25,1535.3542857142857
Punjab,Vegetables,Onion,2024-04-23,1184.25,Metric Tonnes,1575.01,Rs./Quintal,4,114,1512.61,1469.1,1537.8342857142857
Punjab,Vegetables,Onion,2024-04-24,1072.99,Metric Tonnes,1611.22,Rs./Quintal,4,115,1575.01,1452.75,1552.9642857142858
Punjab,Vegetables,Onion,2024-04-25,1190.17,Metric Tonnes,1574.59,Rs./Quintal,4,116,1611.22,1479.93,1575.6028571428574
Punjab,Vegetables,Onion,2024-04-26,1102.97,Metric Tonnes,1518.49,Rs./Quintal,4,117,1574.59,1485.16,1589.1257142857144
Punjab,Vegetables,Onion,2024-04-27,1256.94,Metric Tonnes,1503.71,Rs./Quintal,4,118,1518.49,1594.72,1593.887142857143
Punjab,Vegetables,Onion,2024-04-28,76.0,Metric Tonnes,1665.89,Rs./Quintal,4,119,1503.71,1770.57,1580.8857142857141
Punjab,Vegetables,Onion,2024-04-29,1652.2,Metric Tonnes,1478.47,Rs./Quintal,4,120,1665.89,1512.61,1565.9314285714286
Punjab,Vegetables,Onion,2024-04-30,1384.35,Metric Tonnes,1505.67,Rs./Quintal,4,121,1478.47,1575.01,1561.0542857142857
Punjab,Vegetables,Onion,2024-05-01,1296.28,Metric Tonnes,1382.15,Rs./Quintal,5,122,1505.67,1611.22,1551.1485714285714
Punjab,Vegetables,Onion,2024-05-02,1160.34,Metric Tonnes,1400.54,Rs./Quintal,5,123,1382.15,1574.59,1518.4242857142856
Punjab,Vegetables,Onion,2024-05-03,686.97,Metric Tonnes,1443.61,Rs./Quintal,5,124,1400.54,1518.49,1493.56
Punjab,Vegetables,Onion,2024-05-04,655.46,Metric Tonnes,1445.05,Rs./Quintal,5,125,1443.61,1503.71,1482.8628571428574
Punjab,Vegetables,Onion,2024-05-05,107.49,Metric Tonnes,1875.87,Rs./Quintal,5,126,1445.05,1665.89,1474.4828571428573
Punjab,Vegetables,Onion,2024-05-06,978.48,Metric Tonnes,1486.85,Rs./Quintal,5,127,1875.87,1478.47,1504.4799999999998
Punjab,Vegetables,Onion,2024-05-07,818.42,Metric Tonnes,1525.36,Rs./Quintal,5,128,1486.85,1505.67,1505.6771428571428
Punjab,Vegetables,Onion,2024-05-08,754.55,Metric Tonnes,1469.54,Rs./Quintal,5,129,1525.36,1382.15,1508.49
Punjab,Vegetables,Onion,2024-05-09,539.44,Metric Tonnes,1493.14,Rs./Quintal,5,130,1469.54,1400.54,1520.9742857142858
Punjab,Vegetables,Onion,2024-05-10,791.29,Metric Tonnes,1470.88,Rs./Quintal,5,131,1493.14,1443.61,1534.202857142857
Punjab,Vegetables,Onion,2024-05-11,741.36,Metric Tonnes,1449.42,Rs./Quintal,5,132,1470.88,1445.05,1538.0985714285714
Punjab,Vegetables,Onion,2024-05-12,69.6,Metric Tonnes,1498.71,Rs./Quintal,5,133,1449.42,1875.87,1538.722857142857
Punjab,Vegetables,Onion,2024-05-13,1011.15,Metric Tonnes,1479.97,Rs./Quintal,5,134,1498.71,1486.85,1484.8428571428574
Punjab,Vegetables,Onion,2024-05-14,594.04,Metric Tonnes,1518.56,Rs./Quintal,5,135,1479.97,1525.36,1483.8600000000001
Punjab,Vegetables,Onion,2024-05-15,1145.13,Metric Tonnes,1490.93,Rs./Quintal,5,136,1518.56,1469.54,1482.8885714285714
Punjab,Vegetables,Onion,2024-05-16,1180.42,Metric Tonnes,1483.17,Rs./Quintal,5,137,1490.93,1493.14,1485.9442857142858
Punjab,Vegetables,Onion,2024-05-17,1250.84,Metric Tonnes,1488.37,Rs./Quintal,5,138,1483.17,1470.88,1484.52
Punjab,Vegetables,Onion,2024-05-18,1170.02,Metric Tonnes,1392.31,Rs./Quintal,5,139,1488.37,1449.42,1487.0185714285715
Punjab,Vegetables,Onion,2024-05-19,84.4,Metric Tonnes,1547.03,Rs./Quintal,5,140,1392.31,1498.71,1478.8600000000001
Punjab,Vegetables,Onion,2024-05-20,1209.26,Metric Tonnes,1421.04,Rs./Quintal,5,141,1547.03,1479.97,1485.7628571428572
Punjab,Vegetables,Onion,2024-05-21,807.09,Metric Tonnes,1434.7,Rs./Quintal,5,142,1421.04,1518.56,1477.3442857142857
Punjab,Vegetables,Onion,2024-05-22,1424.53,Metric Tonnes,1498.42,Rs./Quintal,5,143,1434.7,1490.93,1465.3642857142859
Punjab,Vegetables,Onion,2024-05-23,689.53,Metric Tonnes,1434.34,Rs./Quintal,5,144,1498.42,1483.17,1466.4342857142858
Punjab,Vegetables,Onion,2024-05-24,1458.63,Metric Tonnes,1418.0,Rs./Quintal,5,145,1434.34,1488.37,1459.4585714285713
Punjab,Vegetables,Onion,2024-05-25,635.16,Metric Tonnes,1394.34,Rs./Quintal,5,146,1418.0,1392.31,1449.4057142857143
Punjab,Vegetables,Onion,2024-05-26,47.46,Metric Tonnes,1564.25,Rs./Quintal,5,147,1394.34,1547.03,1449.695714285714
Punjab,Vegetables,Onion,2024-05-27,803.46,Metric Tonnes,1482.63,Rs./Quintal,5,148,1564.25,1421.04,1452.1557142857143
Punjab,Vegetables,Onion,2024-05-28,1223.92,Metric Tonnes,1464.8,Rs./Quintal,5,149,1482.63,1434.7,1460.9542857142858
Punjab,Vegetables,Onion,2024-05-29,1294.4,Metric Tonnes,1516.18,Rs./Quintal,5,150,1464.8,1498.42,1465.2542857142855
Punjab,Vegetables,Onion,2024-05-30,1213.58,Metric Tonnes,1503.64,Rs./Quintal,5,151,1516.18,1434.34,1467.7914285714285
Punjab,Vegetables,Onion,2024-05-31,1317.88,Metric Tonnes,1499.44,Rs./Quintal,5,152,1503.64,1418.0,1477.6914285714286
Punjab,Vegetables,Onion,2024-06-01,1069.0,Metric Tonnes,1480.81,Rs./Quintal,6,153,1499.44,1394.34,1489.3257142857144
Punjab,Vegetables,Onion,2024-06-02,37.4,Metric Tonnes,1796.12,Rs./Quintal,6,154,1480.81,1564.25,1501.6785714285713
Punjab,Vegetables,Onion,2024-06-03,995.43,Metric Tonnes,1427.07,Rs./Quintal,6,155,1796.12,1482.63,1534.8028571428572
Punjab,Vegetables,Onion,2024-06-04,586.31,Metric Tonnes,1464.34,Rs./Quintal,6,156,1427.07,1464.8,1526.8657142857141
Punjab,Vegetables,Onion,2024-06-05,476.21,Metric Tonnes,1498.43,Rs./Quintal,6,157,1464.34,1516.18,1526.8
Punjab,Vegetables,Onion,2024-06-06,617.26,Metric Tonnes,1606.37,Rs./Quintal,6,158,1498.43,1503.64,1524.2642857142857
Punjab,Vegetables,Onion,2024-06-07,783.17,Metric Tonnes,1654.45,Rs./Quintal,6,159,1606.37,1499.44,1538.9399999999998
Punjab,Vegetables,Onion,2024-06-08,693.78,Metric Tonnes,1610.63,Rs./Quintal,6,160,1654.45,1480.81,1561.0842857142857
Punjab,Vegetables,Onion,2024-06-09,35.35,Metric Tonnes,1949.65,Rs./Quintal,6,161,1610.63,1796.12,1579.6299999999999
Punjab,Vegetables,Onion,2024-06-10,1161.4,Metric Tonnes,1831.46,Rs./Quintal,6,162,1949.65,1427.07,1601.5628571428572
Punjab,Vegetables,Onion,2024-06-11,1358.4,Metric Tonnes,2000.07,Rs./Quintal,6,163,1831.46,1464.34,1659.3328571428572
Punjab,Vegetables,Onion,2024-06-12,1206.98,Metric Tonnes,2135.25,Rs./Quintal,6,164,2000.07,1498.43,1735.8657142857141
Punjab,Vegetables,Onion,2024-06-13,1212.06,Metric Tonnes,2153.3,Rs./Quintal,6,165,2135.25,1606.37,1826.8400000000001
Punjab,Vegetables,Onion,2024-06-14,831.21,Metric Tonnes,1905.68,Rs./Quintal,6,166,2153.3,1654.45,1904.9728571428573
Punjab,Vegetables,Onion,2024-06-15,628.12,Metric Tonnes,1969.6,Rs./Quintal,6,167,1905.68,1610.63,1940.8628571428574
Punjab,Vegetables,Onion,2024-06-16,40.95,Metric Tonnes,2634.09,Rs./Quintal,6,168,1969.6,1949.65,1992.1442857142858
Punjab,Vegetables,Onion,2024-06-17,722.02,Metric Tonnes,1909.43,Rs./Quintal,6,169,2634.09,1831.46,2089.921428571429
Punjab,Vegetables,Onion,2024-06-18,672.63,Metric Tonnes,1988.09,Rs./Quintal,6,170,1909.43,2000.07,2101.06
Punjab,Vegetables,Onion,2024-06-19,559.68,Metric Tonnes,2068.92,Rs./Quintal,6,171,1988.09,2135.25,2099.3485714285716
Punjab,Vegetables,Onion,2024-06-20,819.32,Metric Tonnes,2274.57,Rs./Quintal,6,172,2068.92,2153.3,2089.872857142857
Punjab,Vegetables,Onion,2024-06-21,850.05,Metric Tonnes,2169.87,Rs./Quintal,6,173,2274.57,1905.68,2107.197142857143
Punjab,Vegetables,Onion,2024-06-22,903.09,Metric Tonnes,2469.54,Rs./Quintal,6,174,2169.87,1969.6,2144.9385714285713
Punjab,Vegetables,Onion,2024-06-23,163.32,Metric Tonnes,2772.09,Rs./Quintal,6,175,2469.54,2634.09,2216.3585714285714
Punjab,Vegetables,Onion,2024-06-24,1113.68,Metric Tonnes,2383.4,Rs./Quintal,6,176,2772.09,1909.43,2236.0728571428567
Punjab,Vegetables,Onion,2024-06-25,1078.51,Metric Tonnes,2316.17,Rs./Quintal,6,177,2383.4,1988.09,2303.782857142857
Punjab,Vegetables,Onion,2024-06-26,978.54,Metric Tonnes,2437.37,Rs./Quintal,6,178,2316.17,2068.92,2350.651428571429
Punjab,Vegetables,Onion,2024-06-27,503.54,Metric Tonnes,2377.5,Rs./Quintal,6,179,2437.37,2274.57,2403.287142857143
Punjab,Vegetables,Onion,2024-06-28,1094.11,Metric Tonnes,2609.4,Rs./Quintal,6,180,2377.5,2169.87,2417.991428571429
Punjab,Vegetables,Onion,2024-06-29,884.14,Metric Tonnes,2567.13,Rs./Quintal,6,181,2609.4,2469.54,2480.781428571429
Punjab,Vegetables,Onion,2024-06-30,149.09,Metric Tonnes,2335.39,Rs./Quintal,6,182,2567.13,2772.09,2494.722857142857
Punjab,Vegetables,Onion,2024-07-01,1396.07,Metric Tonnes,2346.43,Rs./Quintal,7,183,2335.39,2383.4,2432.337142857143
Punjab,Vegetables,Onion,2024-07-02,870.9,Metric Tonnes,2431.18,Rs./Quintal,7,184,2346.43,2316.17,2427.055714285714
Punjab,Vegetables,Onion,2024-07-03,425.23,Metric Tonnes,2275.38,Rs./Quintal,7,185,2431.18,2437.37,2443.485714285714
Punjab,Vegetables,Onion,2024-07-04,497.42,Metric Tonnes,2411.12,Rs./Quintal,7,186,2275.38,2377.5,2420.344285714286
Punjab,Vegetables,Onion,2024-07-05,606.7,Metric Tonnes,2208.28,Rs./Quintal,7,187,2411.12,2609.4,2425.1471428571426
Punjab,Vegetables,Onion,2024-07-06,828.27,Metric Tonnes,2383.52,Rs./Quintal,7,188,2208.28,2567.13,2367.844285714286
Punjab,Vegetables,Onion,2024-07-07,80.0,Metric Tonnes,2853.08,Rs./Quintal,7,189,2383.52,2335.39,2341.6142857142854
Punjab,Vegetables,Onion,2024-07-08,1094.6,Metric Tonnes,2402.24,Rs./Quintal,7,190,2853.08,2346.43,2415.57
Punjab,Vegetables,Onion,2024-07-09,1107.29,Metric Tonnes,2654.93,Rs./Quintal,7,191,2402.24,2431.18,2423.542857142857
Punjab,Vegetables,Onion,2024-07-10,767.11,Metric Tonnes,2762.45,Rs./Quintal,7,192,2654.93,2275.38,2455.5071428571428
Punjab,Vegetables,Onion,2024-07-11,644.41,Metric Tonnes,2541.16,Rs./Quintal,7,193,2762.45,2411.12,2525.0885714285714
Punjab,Vegetables,Onion,2024-07-12,518.3,Metric Tonnes,2374.22,Rs./Quintal,7,194,2541.16,2208.28,2543.6657142857143
Punjab,Vegetables,Onion,2024-07-13,544.61,Metric Tonnes,2372.74,Rs./Quintal,7,195,2374.22,2383.52,2567.371428571428
Punjab,Vegetables,Onion,2024-07-14,32.02,Metric Tonnes,3279.01,Rs./Quintal,7,196,2372.74,2853.08,2565.8314285714287
Punjab,Vegetables,Onion,2024-07-15,846.99,Metric Tonnes,2294.11,Rs./Quintal,7,197,3279.01,2402.24,2626.6785714285716
Punjab,Vegetables,Onion,2024-07-16,1009.63,Metric Tonnes,2546.31,Rs./Quintal,7,198,2294.11,2654.93,2611.2314285714283
Punjab,Vegetables,Onion,2024-07-17,694.04,Metric Tonnes,2534.59,Rs./Quintal,7,199,2546.31,2762.45,2595.714285714286
